Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2019136330009,415308,433820,-1.769068,53.800475,13,3,2,1,11/03/2019,2,00:15,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,7,1,1,0,0,1,1,E01010842,
2019136340320,410074,440842,-1.848306,53.863714,13,3,2,1,04/03/2019,2,08:52,200,E08000032,4,6265,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010765,
2019136340425,416196,432803,-1.755639,53.791308,13,3,1,1,04/03/2019,2,09:50,200,E08000032,3,6181,6,30,5,2,3,6181,2,4,1,4,1,0,0,1,1,E01010834,
2019136341295,415100,434996,-1.772169,53.811051,13,3,2,1,04/03/2019,2,16:56,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010679,
2019136350321,419467,437835,-1.705673,53.836423,13,2,2,1,05/03/2019,3,08:45,200,E08000032,3,658,6,30,9,4,6,0,0,8,1,2,2,0,0,1,1,E01010683,
2019136351636,414547,429340,-1.780831,53.760231,13,2,1,2,05/03/2019,3,19:38,200,E08000032,6,0,6,30,3,4,3,6036,2,4,4,1,2,0,0,1,1,E01010849,
2019136351746,418051,438310,-1.727162,53.840743,13,3,3,1,05/03/2019,3,20:25,200,E08000032,3,657,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010685,
2019136351813,415994,430547,-1.758821,53.771037,13,3,1,2,05/03/2019,3,21:05,200,E08000032,6,0,6,30,3,4,3,6177,0,0,7,1,1,0,0,1,1,E01010743,
2019136360590,415451,439858,-1.766595,53.854739,13,3,1,1,06/03/2019,4,17:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010575,
2019136360654,419608,438384,-1.703496,53.841352,13,3,3,1,06/03/2019,4,12:20,200,E08000032,3,658,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010683,
2019136361122,406040,441185,-1.909639,53.866858,13,3,2,1,06/03/2019,4,16:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010710,
2019136361786,415526,430055,-1.765946,53.766629,13,2,2,1,06/03/2019,4,22:01,200,E08000032,4,6380,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01010747,
2019136381026,416291,431432,-1.754269,53.778982,13,3,1,1,07/03/2019,5,08:10,200,E08000032,6,0,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,2,E01010737,
2019136381491,414892,432239,-1.775460,53.786277,13,3,1,1,08/03/2019,6,18:35,200,E08000032,3,6177,6,30,0,-1,-1,0,0,5,4,2,2,0,0,1,1,E01010838,
2019136381925,418677,432545,-1.717995,53.788906,13,3,2,1,08/03/2019,6,22:30,200,E08000032,3,6177,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01010611,
2019136381931,414583,434582,-1.780040,53.807344,13,3,1,1,08/03/2019,6,19:50,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,5,2,0,0,1,2,E01010807,
2019136390437,415810,433467,-1.761464,53.797287,13,3,2,3,09/03/2019,7,08:51,200,E08000032,4,6144,3,30,6,2,6,0,2,5,1,2,2,0,2,1,1,E01033691,
2019136390962,418521,432466,-1.720368,53.788202,13,3,2,1,09/03/2019,7,14:10,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010611,
2019136391174,414388,437499,-1.782865,53.833567,13,3,2,4,09/03/2019,7,21:15,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010788,
2019136391232,415756,435396,-1.762187,53.814627,13,2,1,1,09/03/2019,7,16:30,200,E08000032,3,6037,3,40,3,2,6,0,0,4,1,1,1,0,0,1,1,E01010824,
20191363A0265,416505,433777,-1.750897,53.800052,13,2,1,1,10/03/2019,1,02:45,200,E08000032,3,6181,3,30,0,-1,-1,0,0,4,4,5,2,0,0,1,1,E01033693,
20191363A1097,407885,435884,-1.881716,53.819189,13,3,1,1,10/03/2019,1,15:54,200,E08000032,4,6144,6,30,3,4,6,0,0,0,1,1,4,0,0,2,1,E01010590,
20191363A1533,413555,434350,-1.795660,53.805287,13,3,2,4,10/03/2019,1,20:25,200,E08000032,6,0,1,30,1,4,6,0,0,0,4,2,2,0,0,1,1,E01010810,
20191363B0127,411534,437773,-1.826219,53.836100,13,3,1,1,11/03/2019,2,05:45,200,E08000032,6,0,6,20,0,-1,-1,0,0,0,7,2,2,0,0,1,1,E01010596,
20191363B0235,416813,436690,-1.746063,53.826224,13,3,2,1,11/03/2019,2,08:13,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010603,
20191363B0472,414834,438112,-1.776059,53.839064,13,3,2,3,11/03/2019,2,11:05,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010571,
20191363B0606,413348,431525,-1.798924,53.779901,13,3,2,1,07/03/2019,5,17:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010662,
20191363B1046,407001,441971,-1.895007,53.873911,13,2,1,1,11/03/2019,2,15:29,200,E08000032,4,6265,6,40,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01010700,
20191363C0591,412596,430511,-1.810377,53.770806,13,3,2,1,12/03/2019,3,11:47,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01033695,
20191363C1196,405505,439432,-1.917805,53.851108,13,3,2,1,12/03/2019,3,08:45,200,E08000032,3,629,6,30,0,-1,-1,0,0,0,1,5,2,0,0,1,2,E01010716,
20191363D0905,415100,437624,-1.772041,53.834671,13,3,1,1,13/03/2019,4,09:30,200,E08000032,6,0,6,30,3,2,3,657,0,0,1,1,1,0,0,1,2,E01033689,
20191363D1257,409322,436267,-1.859877,53.822608,13,3,2,1,13/03/2019,4,17:10,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,5,2,0,0,2,2,E01010593,
20191363D1660,415809,430651,-1.761623,53.771978,13,3,2,2,13/03/2019,4,20:22,200,E08000032,3,641,3,30,6,2,3,6177,0,0,4,2,2,0,0,1,2,E01010745,
20191363D1667,419140,431208,-1.711050,53.776873,13,3,1,1,13/03/2019,4,15:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01010819,
20191363E0050,417007,429290,-1.743521,53.759708,13,3,2,1,14/03/2019,5,01:00,200,E08000032,1,606,3,70,0,-1,-1,0,0,0,4,5,2,0,2,1,1,E01010818,
20191363E0281,419025,430265,-1.712853,53.768402,13,3,2,1,14/03/2019,5,07:54,200,E08000032,3,650,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010814,
20191363E1291,417007,433001,-1.743318,53.793062,13,3,2,2,14/03/2019,5,16:49,200,E08000032,6,0,3,30,6,2,6,0,0,0,1,1,1,0,0,1,1,E01010613,
20191363F0380,411923,436879,-1.820343,53.828057,13,3,2,1,15/03/2019,6,08:45,200,E08000032,4,6146,1,20,1,4,4,6146,0,0,1,1,1,0,0,1,2,E01010587,
20191363F0799,418846,436811,-1.715172,53.827242,13,3,2,2,15/03/2019,6,12:30,200,E08000032,3,658,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010689,
20191363F1887,415444,430869,-1.767150,53.773948,13,3,2,1,15/03/2019,6,,200,E08000032,6,0,6,30,9,4,2,6177,0,0,4,2,2,0,0,1,1,E01010740,
20191363G0885,411362,436237,-1.828889,53.822299,13,3,2,1,16/03/2019,7,13:36,200,E08000032,6,0,6,50,6,4,4,6146,0,0,1,2,2,0,0,2,1,E01010587,
20191363G0929,412128,430685,-1.817470,53.772381,13,3,2,1,16/03/2019,7,13:15,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01033696,
20191363G1910,410599,439408,-1.840372,53.850815,13,3,2,1,16/03/2019,7,23:00,200,E08000032,4,6265,6,30,6,2,6,0,2,5,4,1,1,0,0,1,1,E01010578,
20191363H0936,416435,433623,-1.751968,53.798670,13,3,2,1,17/03/2019,1,14:13,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01033693,
20191363I1545,408659,438041,-1.869899,53.838564,13,3,1,1,18/03/2019,2,18:15,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010586,
20191363J1156,414490,437023,-1.781338,53.829286,13,3,2,1,19/03/2019,3,15:55,200,E08000032,3,650,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010787,
20191363J1894,417364,432958,-1.737901,53.792663,13,2,2,1,19/03/2019,3,21:35,200,E08000032,3,647,6,30,6,4,6,0,0,4,4,1,1,0,0,1,1,E01010606,
20191363J1997,406712,449790,-1.899235,53.944190,13,3,1,1,19/03/2019,3,22:45,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01010648,
20191363K1492,406942,440275,-1.895942,53.858668,13,3,1,1,20/03/2019,4,17:47,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010704,
20191363M0447,413828,432837,-1.791582,53.791681,13,3,2,1,21/03/2019,5,17:30,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,2,E01010658,
20191363N0786,412918,435457,-1.805286,53.815252,13,3,3,1,23/03/2019,7,12:12,200,E08000032,6,0,6,30,1,4,4,6144,0,0,1,1,1,0,0,1,1,E01010671,
20191363N2107,408011,432579,-1.879887,53.789483,13,3,1,1,23/03/2019,7,23:01,200,E08000032,6,0,6,40,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01010795,
20191363O0168,418065,433579,-1.727224,53.798221,13,3,3,1,24/03/2019,1,01:22,200,E08000032,4,6381,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010622,
20191363O0813,406457,441252,-1.903296,53.867456,13,3,1,1,20/02/2019,4,12:05,200,E08000032,3,6035,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01010710,
20191363O2024,416671,430298,-1.748563,53.768778,13,3,2,2,24/03/2019,1,22:45,200,E08000032,3,6177,1,30,1,2,3,6177,0,5,4,1,2,0,0,1,2,E01010616,
20191363P0892,416331,438732,-1.753278,53.844592,13,3,2,1,25/03/2019,2,13:48,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010568,
20191363P0923,412033,447647,-1.818254,53.924834,13,3,2,1,25/03/2019,2,14:05,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010695,
20191363P1658,414399,435301,-1.782800,53.813812,13,3,2,1,25/03/2019,2,19:07,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010670,
20191363P2073,410400,430255,-1.843702,53.768553,13,2,3,1,25/03/2019,2,22:30,200,E08000032,3,644,6,30,6,2,6,0,0,0,4,1,1,0,0,1,1,E01010752,
20191363Q0318,414151,437779,-1.786453,53.836090,13,3,2,1,26/03/2019,3,08:30,200,E08000032,3,657,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033694,
20191363R1082,414803,434616,-1.776697,53.807644,13,3,1,1,27/03/2019,4,15:43,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010840,
20191363R1179,414488,428870,-1.781748,53.756008,13,3,1,1,27/03/2019,4,16:30,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010867,
20191363R1410,417541,427911,-1.735499,53.747296,13,3,3,2,27/03/2019,4,18:24,200,E08000032,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010818,
20191363S0395,415077,430126,-1.772754,53.767280,13,3,1,1,28/03/2019,5,09:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010847,
20191363S0502,413317,447917,-1.798690,53.927230,13,3,2,1,28/03/2019,5,10:27,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010699,
20191363S1720,416026,432553,-1.758232,53.789066,13,3,1,1,28/03/2019,5,20:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010731,
20191363T0003,415441,432617,-1.767108,53.789659,13,3,1,1,29/03/2019,6,00:03,200,E08000032,6,0,6,30,3,4,6,0,0,0,5,1,1,0,0,1,1,E01010834,
20191363T0278,410314,430312,-1.845005,53.769067,13,3,2,1,29/03/2019,6,07:10,200,E08000032,3,644,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010752,
20191363U0614,411693,447798,-1.823426,53.926199,13,3,2,1,30/03/2019,7,10:50,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010695,
20191363V0543,404004,445712,-1.940542,53.907565,13,3,2,2,02/03/2019,7,10:56,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01010639,
20191363V0565,410595,429233,-1.840779,53.759363,13,3,2,1,11/03/2019,2,00:15,200,E08000032,6,0,6,30,3,4,6,0,0,0,6,1,1,0,0,2,2,E01010759,
2019136411131,413592,429338,-1.795317,53.760238,13,3,2,1,01/04/2019,2,16:24,200,E08000032,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01010850,
2019136420434,418877,437368,-1.714667,53.832247,13,3,2,1,29/03/2019,6,07:30,200,E08000032,3,657,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010682,
2019136420646,413672,429805,-1.794083,53.764434,13,3,1,1,02/04/2019,3,15:05,200,E08000032,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010846,
2019136431379,415999,431728,-1.758685,53.781652,13,2,1,1,03/04/2019,4,17:54,200,E08000032,3,641,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01010732,
2019136440548,404959,441130,-1.926078,53.866375,13,3,1,1,04/04/2019,5,10:45,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010720,
2019136440607,419073,430248,-1.712126,53.768247,13,3,3,1,04/04/2019,5,11:30,200,E08000032,3,650,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010814,
2019136441327,417123,433064,-1.741554,53.793624,13,3,2,3,04/04/2019,5,17:15,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010606,
2019136461152,416325,434361,-1.753599,53.805307,13,3,3,1,06/04/2019,7,15:25,200,E08000032,3,6037,3,40,3,2,6,0,0,5,1,1,1,0,0,1,1,E01033693,
2019136461996,415360,426744,-1.768628,53.736875,13,3,2,1,06/04/2019,7,21:55,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010872,
2019136462168,415260,427134,-1.770125,53.740383,13,3,2,2,06/04/2019,7,23:15,200,E08000032,3,641,6,30,3,4,4,6379,0,0,4,1,1,0,0,1,1,E01010871,
2019136471003,414022,431400,-1.788702,53.778760,13,3,2,3,07/04/2019,1,15:05,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010663,
2019136471300,413843,430969,-1.791437,53.774891,13,3,2,1,07/04/2019,1,17:38,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010665,
2019136480090,416344,430381,-1.753520,53.769534,13,2,2,1,08/04/2019,2,01:56,200,E08000032,3,6177,3,30,3,2,6,0,0,5,4,1,1,0,0,1,1,E01010747,
2019136480205,402561,445203,-1.962511,53.902999,13,3,2,1,08/04/2019,2,06:07,200,E08000032,3,629,3,70,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01010645,
2019136481073,417622,434489,-1.733898,53.806415,13,3,2,1,08/04/2019,2,14:15,200,E08000032,3,658,6,30,0,-1,-1,0,1,8,1,1,1,0,0,1,1,E01010831,
2019136491639,416769,435481,-1.746797,53.815359,13,3,2,2,09/04/2019,3,12:55,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010600,
20191364A1570,413684,437986,-1.793540,53.837963,13,3,3,1,10/04/2019,4,19:54,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010784,
20191364B0205,416577,430228,-1.749993,53.768152,13,3,2,1,11/04/2019,5,05:30,200,E08000032,6,0,6,30,3,2,6,0,0,0,1,1,1,0,0,1,1,E01010746,
20191364B0592,406996,433947,-1.895263,53.801792,13,2,2,1,11/04/2019,5,11:50,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010595,
20191364B1065,416548,431564,-1.750362,53.780161,13,3,2,5,11/04/2019,5,15:39,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010736,
20191364B2077,417364,432958,-1.737901,53.792663,13,2,2,1,11/04/2019,5,23:45,200,E08000032,3,647,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01010606,
20191364C0881,414807,434701,-1.776633,53.808408,13,2,2,1,12/04/2019,6,13:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01010676,
20191364C1076,414504,433645,-1.781283,53.798925,13,3,2,1,12/04/2019,6,14:40,200,E08000032,4,6145,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010812,
20191364C1846,416061,434155,-1.757619,53.803463,13,3,2,2,12/04/2019,6,20:17,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01033693,
20191364C2107,416402,434183,-1.752440,53.803704,13,3,2,2,12/04/2019,6,22:30,200,E08000032,6,0,2,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010830,
20191364D1175,415097,434389,-1.772244,53.805595,13,3,1,1,13/04/2019,7,15:30,200,E08000032,3,6177,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01010679,
20191364D1288,417363,434109,-1.737852,53.803008,13,3,3,3,13/04/2019,7,16:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010829,
20191364E1919,415137,431067,-1.771798,53.775736,13,3,1,2,14/04/2019,1,23:33,200,E08000032,3,6177,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010852,
20191364G1067,416794,432695,-1.746568,53.790318,13,3,2,3,16/04/2019,3,15:05,200,E08000032,3,650,3,40,6,2,6,0,0,0,1,1,1,0,0,1,1,E01010613,
20191364H1357,413728,430830,-1.793188,53.773645,13,3,3,1,17/04/2019,4,17:43,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010665,
20191364H2044,405615,440116,-1.916121,53.857255,13,3,2,1,17/04/2019,4,23:05,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010714,
20191364I0671,418115,430780,-1.726628,53.773063,13,3,2,1,18/04/2019,5,12:16,200,E08000032,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010615,
20191364I2065,417738,430549,-1.732362,53.770999,13,3,2,2,18/04/2019,5,22:25,200,E08000032,6,0,1,40,1,2,6,0,0,5,4,1,1,0,0,1,1,E01010815,
20191364J0604,415738,430314,-1.762717,53.768951,13,3,2,1,19/04/2019,6,11:44,200,E08000032,3,641,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010745,
20191364K0829,406311,441307,-1.905515,53.867952,13,3,1,1,20/04/2019,7,12:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,8,1,1,1,0,0,1,1,E01010710,
20191364K1425,415987,433759,-1.758762,53.799906,13,3,2,2,20/04/2019,7,16:30,200,E08000032,3,650,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01033691,
20191364L1015,410274,442306,-1.845217,53.876868,13,3,2,1,21/04/2019,1,14:29,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010706,
20191364L1718,415161,432872,-1.771346,53.791959,13,3,2,2,21/04/2019,1,19:41,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010834,
20191364M0391,416560,433775,-1.750062,53.800032,13,3,2,1,22/04/2019,2,07:31,200,E08000032,6,0,6,30,6,2,6,0,2,4,1,1,1,0,0,1,1,E01033693,
20191364M0530,418371,430698,-1.722749,53.772317,13,3,2,1,22/04/2019,2,15:45,200,E08000032,6,0,6,40,6,2,3,650,2,5,1,1,1,0,0,1,2,E01010614,
20191364N1810,414052,432255,-1.788208,53.786444,13,2,1,1,23/04/2019,3,21:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,E01033697,
20191364O0771,415580,427562,-1.765252,53.744221,13,2,1,1,24/04/2019,4,13:14,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010869,
20191364P1715,415814,433456,-1.761404,53.797188,13,2,1,1,25/04/2019,5,21:00,200,E08000032,4,6144,6,30,9,4,6,0,0,5,1,1,1,0,0,1,1,E01033691,
20191364R0892,414592,433633,-1.779947,53.798814,13,3,4,1,27/04/2019,7,14:51,200,E08000032,4,6145,6,30,9,4,6,0,0,0,1,2,2,0,0,1,1,E01010812,
20191364R1473,415023,432912,-1.773439,53.792322,13,3,2,1,27/04/2019,7,19:07,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010836,
20191364S0975,406037,441077,-1.909686,53.865888,13,3,2,1,28/04/2019,1,15:00,200,E08000032,3,650,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010710,
20191364T1052,415108,432676,-1.772160,53.790199,13,3,2,1,29/04/2019,2,15:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010836,
20191364U0364,417678,434492,-1.733048,53.806440,13,3,2,1,30/04/2019,3,09:16,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010828,
20191364U0394,417916,434793,-1.729417,53.809138,13,3,3,1,30/04/2019,3,09:35,200,E08000032,3,658,6,30,6,2,6,0,0,0,1,1,1,0,0,1,1,E01010828,
2019136510316,415671,434346,-1.763530,53.805192,13,3,2,1,01/05/2019,4,07:55,200,E08000032,3,650,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01033693,
2019136511117,416711,433555,-1.747782,53.798050,13,3,2,1,01/05/2019,4,15:40,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033693,
2019136511214,414265,437326,-1.784742,53.832016,13,3,2,1,01/05/2019,4,16:20,200,E08000032,3,650,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010788,
2019136511434,417395,432189,-1.737474,53.785751,13,3,2,1,01/05/2019,4,16:40,200,E08000032,3,650,3,40,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010613,
2019136511722,406152,440016,-1.907958,53.856350,13,3,2,5,01/05/2019,4,19:55,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010713,
2019136520964,418632,436359,-1.718450,53.823188,13,3,2,1,02/05/2019,5,14:40,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010652,
2019136521168,410121,430164,-1.847938,53.767741,13,3,1,1,02/05/2019,5,16:00,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010752,
2019136521277,407526,442262,-1.887015,53.876519,13,2,1,1,02/05/2019,5,16:54,200,E08000032,4,6265,6,30,3,2,6,0,0,4,1,1,1,0,0,1,1,E01010703,
2019136531342,415398,430791,-1.767851,53.773248,13,3,1,1,03/05/2019,6,18:21,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010744,
2019136531792,415359,426744,-1.768643,53.736875,13,3,2,1,03/05/2019,6,22:00,200,E08000032,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01010872,
2019136540437,418415,430653,-1.722084,53.771911,13,3,2,1,04/05/2019,7,09:11,200,E08000032,3,650,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010815,
2019136541161,415032,435586,-1.773173,53.816355,13,3,2,1,04/05/2019,7,15:58,200,E08000032,3,650,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01010793,
2019136541471,414499,429159,-1.781568,53.758605,13,3,1,1,04/05/2019,7,18:35,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010867,
2019136541548,417339,433417,-1.738255,53.796790,13,3,2,1,04/05/2019,7,19:13,200,E08000032,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01010606,
2019136550886,417890,430079,-1.730083,53.766770,13,3,2,1,05/05/2019,1,14:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010817,
2019136551348,415834,430715,-1.761240,53.772552,13,3,2,3,05/05/2019,1,18:37,200,E08000032,3,641,3,30,9,2,3,641,0,0,1,1,1,0,0,1,1,E01010743,
2019136571677,416079,434909,-1.757306,53.810240,13,3,2,2,07/05/2019,3,19:45,200,E08000032,3,6037,6,40,3,4,6,0,0,4,1,2,2,0,0,1,1,E01010824,
2019136580282,418532,435653,-1.720011,53.816846,13,3,1,1,08/05/2019,4,08:25,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,E01010649,
2019136580904,415474,437440,-1.766367,53.833006,13,3,2,3,08/05/2019,4,15:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010782,
2019136590833,416078,432677,-1.757437,53.790179,13,3,1,1,09/05/2019,5,13:34,200,E08000032,6,0,3,30,3,2,6,0,0,5,1,2,2,0,0,1,1,E01010834,
20191365A1304,414309,433263,-1.784261,53.795497,13,3,3,2,10/05/2019,6,17:20,200,E08000032,3,6177,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010833,
20191365A1527,413690,432053,-1.793711,53.784638,13,1,3,1,10/05/2019,6,19:11,200,E08000032,6,0,6,30,0,-1,-1,0,0,8,1,1,2,0,2,1,1,E01010659,
20191365B0443,416402,433747,-1.752462,53.799786,13,3,1,1,11/05/2019,7,08:50,200,E08000032,6,0,3,30,6,2,6,0,0,4,1,1,1,0,0,1,1,E01033693,
20191365B0785,416250,433308,-1.754793,53.795845,13,3,2,1,11/05/2019,7,12:54,200,E08000032,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01033690,
20191365B1259,417791,435501,-1.731274,53.815505,13,3,2,1,11/05/2019,7,14:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010601,
20191365D0364,414054,431432,-1.788215,53.779047,13,3,1,2,13/05/2019,2,08:41,200,E08000032,3,6177,6,30,3,4,6,0,2,4,1,1,1,0,0,1,1,E01010663,
20191365D0675,405913,440777,-1.911578,53.863193,13,3,1,1,13/05/2019,2,12:00,200,E08000032,3,629,9,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010711,
