Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
20191365E1135,411586,447811,-1.825054,53.926319,13,3,2,1,14/05/2019,3,16:30,200,E08000032,3,65,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,E01010695,
20191365F1000,415280,431195,-1.769622,53.776883,13,3,2,1,15/05/2019,4,20:45,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01010739,
20191365F1528,410204,435533,-1.846503,53.815995,13,3,2,2,15/05/2019,4,18:00,200,E08000032,4,6144,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010672,
20191365F1549,417901,431459,-1.729836,53.779173,13,2,1,1,15/05/2019,4,18:09,200,E08000032,3,650,3,40,3,4,6,0,2,4,1,1,1,0,0,1,1,E01010609,
20191365G1299,407315,441155,-1.890251,53.866573,13,3,1,1,16/05/2019,5,17:16,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,2,1,1,E01010703,
20191365G1315,419254,435078,-1.709081,53.811652,13,2,3,1,16/05/2019,5,17:25,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010826,
20191365I0863,415376,426667,-1.768389,53.736183,13,3,2,1,18/05/2019,7,13:15,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010872,
20191365J0504,411256,438149,-1.830430,53.839486,13,3,2,1,19/05/2019,1,09:01,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010596,
20191365K0280,415725,432082,-1.762825,53.784842,13,2,1,1,20/05/2019,2,07:50,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010731,
20191365K0324,416284,434987,-1.754189,53.810934,13,3,1,1,20/05/2019,2,08:25,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010599,
20191365K0742,408031,431960,-1.879599,53.783919,13,3,2,1,20/05/2019,2,12:42,200,E08000032,3,644,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010795,
20191365L0110,404911,440737,-1.926814,53.862843,13,2,1,1,21/05/2019,3,01:35,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010724,
20191365L0252,415060,438042,-1.772628,53.838429,13,3,2,1,21/05/2019,3,06:45,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010571,
20191365L1534,401476,444790,-1.979026,53.899291,13,3,1,1,21/05/2019,3,18:15,200,E08000032,4,6265,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010644,
20191365L1789,417337,446235,-1.737567,53.911995,13,3,2,1,21/05/2019,3,18:20,200,E08000032,3,65,1,40,1,4,3,660,0,0,1,1,1,0,0,2,1,E01010771,
20191365M0290,417962,438430,-1.728507,53.841825,13,3,2,2,22/05/2019,4,08:00,200,E08000032,3,657,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010685,
20191365M0511,416126,432568,-1.756714,53.789198,13,3,2,1,22/05/2019,4,10:55,200,E08000032,3,647,3,30,9,2,6,0,0,0,1,1,1,0,0,1,2,E01010731,
20191365N0276,416332,432593,-1.753586,53.789416,13,3,3,2,23/05/2019,5,07:55,200,E08000032,3,641,3,30,6,2,6,0,0,4,1,1,1,0,0,1,1,E01033690,
20191365N0403,406040,441185,-1.909639,53.866858,13,3,1,1,23/05/2019,5,09:40,200,E08000032,3,629,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010710,
20191365N0871,416044,434206,-1.757874,53.803922,13,3,2,2,23/05/2019,5,13:50,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033693,
20191365N1421,417675,432345,-1.733215,53.787143,13,3,2,1,23/05/2019,5,17:37,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010613,
20191365N1785,405716,441261,-1.914564,53.867545,13,2,1,1,23/05/2019,5,20:59,200,E08000032,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010710,
20191365O1083,406850,433471,-1.897490,53.797516,13,3,1,1,24/05/2019,6,15:25,200,E08000032,3,629,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010595,
20191365O1084,414292,431672,-1.784592,53.781198,13,2,2,1,24/05/2019,6,15:36,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010663,
20191365O1537,416216,433674,-1.755290,53.799135,13,3,2,2,24/05/2019,6,18:28,200,E08000032,3,6181,6,30,9,2,3,6181,0,0,1,1,1,0,0,1,1,E01033691,
20191365O1925,415305,431700,-1.769218,53.781421,13,2,2,1,24/05/2019,6,21:26,200,E08000032,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01010733,
20191365P0128,414109,434451,-1.787243,53.806180,13,3,1,1,25/05/2019,7,17:42,200,E08000032,6,0,6,30,0,-1,-1,0,0,4,1,2,2,0,0,1,2,E01010809,
20191365P0612,419350,437622,-1.707464,53.834513,13,3,2,1,25/05/2019,7,10:50,200,E08000032,3,658,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010689,
20191365R0356,409314,429073,-1.860213,53.757950,13,3,1,1,27/05/2019,2,05:48,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010760,
20191365R1242,406446,441972,-1.903448,53.873927,13,3,2,2,27/05/2019,2,17:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010701,
20191365T0746,415330,437542,-1.768550,53.833927,13,3,1,1,29/05/2019,4,12:30,200,E08000032,4,6149,6,30,0,-1,-1,0,2,5,1,1,1,0,0,1,1,E01010782,
20191365T1152,415168,432858,-1.771240,53.791833,13,3,1,1,29/05/2019,4,15:38,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,6,1,1,E01010834,
20191365T1256,411871,437327,-1.821115,53.832084,13,3,2,1,29/05/2019,4,16:20,200,E08000032,4,6269,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010596,
20191365T1463,404903,448177,-1.926820,53.929713,13,3,2,1,29/05/2019,4,17:45,200,E08000032,3,6034,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010638,
20191365T1471,414603,433631,-1.779781,53.798796,13,3,2,3,29/05/2019,4,17:50,200,E08000032,4,6145,6,30,6,2,6,0,0,5,1,2,2,0,0,1,1,E01010812,
20191365U0177,415415,433141,-1.767477,53.794369,13,3,3,1,30/05/2019,5,03:55,200,E08000032,6,0,2,30,3,4,6,0,0,0,4,2,2,0,2,1,1,E01010834,
20191365U0836,414503,433646,-1.781298,53.798934,13,3,2,1,01/06/2019,7,15:40,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010812,
20191365U1055,418896,433274,-1.714627,53.795451,13,3,2,1,30/05/2019,5,15:41,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010620,
20191365U1204,405565,442232,-1.916843,53.876274,13,3,2,1,30/05/2019,5,16:53,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010729,
20191365U1415,416609,446415,-1.748639,53.913637,13,3,2,1,30/05/2019,5,18:31,200,E08000032,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01010769,
20191365V1242,406923,441890,-1.896195,53.873184,13,2,1,1,31/05/2019,6,16:15,200,E08000032,3,650,3,40,1,2,3,6035,0,5,1,1,1,0,0,1,1,E01010700,
20191365V2099,411489,433520,-1.827061,53.797876,13,3,2,1,31/05/2019,6,22:45,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010802,
2019136610440,417178,428584,-1.740967,53.753357,13,2,1,1,01/06/2019,7,08:26,200,E08000032,1,606,3,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010818,
2019136611750,414795,432610,-1.776914,53.789614,13,3,1,1,01/06/2019,7,17:50,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010835,
2019136621193,417611,430456,-1.734294,53.770168,13,3,2,1,02/06/2019,1,13:45,200,E08000032,3,6177,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010615,
2019136621479,418518,433607,-1.720346,53.798457,13,3,2,3,02/06/2019,1,17:28,200,E08000032,3,6177,6,30,6,2,4,6381,0,5,1,1,1,0,0,1,1,E01010622,
2019136621604,418510,433625,-1.720466,53.798619,13,3,1,2,02/06/2019,1,18:37,200,E08000032,6,0,6,30,6,2,6,0,0,4,1,1,1,0,0,1,1,E01010622,
2019136630447,414880,436249,-1.775450,53.822319,13,3,1,1,03/06/2019,2,15:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010791,
2019136631364,417602,433256,-1.734272,53.795334,13,3,1,1,03/06/2019,2,17:11,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010608,
2019136631417,415399,434955,-1.767630,53.810673,13,3,1,1,03/06/2019,2,17:35,200,E08000032,3,650,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010679,
2019136641023,414699,437545,-1.778137,53.833972,13,2,1,1,04/06/2019,3,14:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01033689,
2019136651245,414772,434692,-1.777165,53.808328,13,3,2,1,05/06/2019,4,16:40,200,E08000032,6,0,6,30,6,1,6,0,2,4,1,1,1,0,0,1,1,E01010676,
2019136660009,419046,433430,-1.712341,53.796847,13,3,2,2,06/06/2019,5,00:04,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010618,
2019136660376,416905,435007,-1.744757,53.811095,13,3,2,1,06/06/2019,5,08:50,200,E08000032,3,6177,6,30,3,2,6,0,0,4,1,1,1,0,0,1,1,E01010602,
2019136660499,415262,436373,-1.769641,53.823422,13,3,3,1,06/06/2019,5,10:18,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010792,
2019136661010,414213,434434,-1.785665,53.806024,13,3,3,1,06/06/2019,5,15:07,200,E08000032,4,6144,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010809,
2019136661437,406046,441613,-1.909539,53.870705,13,3,1,1,06/06/2019,5,18:19,200,E08000032,6,0,6,30,3,2,3,629,0,0,1,1,1,0,0,1,1,E01010728,
2019136671287,414388,437499,-1.782865,53.833567,13,3,1,2,07/06/2019,6,17:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010788,
2019136671321,413853,434579,-1.791125,53.807337,13,3,2,3,07/06/2019,6,14:56,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010804,
2019136671615,411550,438349,-1.825955,53.841277,13,3,1,2,07/06/2019,6,19:45,200,E08000032,3,650,3,50,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01010596,
2019136681094,420232,429558,-1.694588,53.762002,13,3,2,2,08/06/2019,7,15:30,200,E08000032,3,650,7,20,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010816,
2019136690670,412237,433095,-1.815722,53.794039,13,2,2,1,09/06/2019,1,11:28,200,E08000032,6,0,6,40,3,4,6,0,0,0,1,1,1,0,0,2,1,E01010628,
2019136691236,415124,434763,-1.771816,53.808956,13,3,2,1,09/06/2019,1,16:00,200,E08000032,6,0,6,30,6,2,6,0,0,4,1,1,2,1,0,1,1,E01010679,
2019136691599,415500,437400,-1.765974,53.832646,13,2,1,1,09/06/2019,1,18:50,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010782,
20191366B1479,418344,433214,-1.723010,53.794931,13,3,2,1,11/06/2019,3,19:00,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,2,2,0,0,1,2,E01010622,
20191366B1575,415879,430595,-1.760563,53.771472,13,3,2,1,11/06/2019,3,20:13,200,E08000032,3,6177,3,30,0,-1,-1,0,0,5,1,2,2,0,0,1,1,E01010745,
20191366C0242,413060,447609,-1.802617,53.924468,13,3,3,1,12/06/2019,4,07:52,200,E08000032,4,6382,6,30,9,4,6,0,0,0,1,2,2,0,0,1,1,E01010691,
20191366C0713,413555,434350,-1.795660,53.805287,13,3,1,1,12/06/2019,4,12:46,200,E08000032,6,0,2,30,3,2,6,0,2,4,1,2,2,0,0,1,2,E01010810,
20191366C1179,418763,433719,-1.716619,53.799455,13,3,2,1,12/06/2019,4,19:25,200,E08000032,4,6381,6,30,3,4,6,0,0,0,1,5,2,0,0,1,2,E01010619,
20191366D1353,418319,436162,-1.723216,53.821428,13,3,2,2,13/06/2019,5,18:05,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010652,
20191366D1809,413589,431040,-1.795288,53.775536,13,3,2,5,13/06/2019,5,21:59,200,E08000032,3,647,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010762,
20191366E0971,409575,434485,-1.856089,53.806587,13,3,2,1,14/06/2019,6,14:30,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,7,0,2,1,E01010797,
20191366F1162,415278,433831,-1.769523,53.800575,13,3,3,2,15/06/2019,7,16:45,200,E08000032,4,6144,6,30,0,-1,-1,0,0,4,1,2,2,0,0,1,1,E01010842,
20191366F1799,410773,439045,-1.837739,53.847549,13,3,1,1,15/06/2019,7,22:30,200,E08000032,4,6265,6,30,6,4,6,0,0,0,4,2,2,0,0,1,2,E01010578,
20191366G0429,407057,436275,-1.894284,53.822715,13,3,1,1,16/06/2019,1,08:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01010592,
20191366G1167,413978,432372,-1.789326,53.787497,13,3,2,1,16/06/2019,1,16:32,200,E08000032,6,0,6,30,6,2,6,0,0,0,1,1,1,0,0,1,1,E01033697,
20191366G1699,414366,432701,-1.783421,53.790444,13,3,2,1,16/06/2019,1,20:27,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010837,
20191366H0553,417384,432955,-1.737598,53.792636,13,3,2,2,17/06/2019,2,11:15,200,E08000032,3,647,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,E01010606,
20191366H1573,412952,437673,-1.804676,53.835169,13,3,2,1,17/06/2019,2,19:40,200,E08000032,3,650,6,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010786,
20191366H1644,416343,432229,-1.753438,53.786144,13,3,2,1,17/06/2019,2,20:21,200,E08000032,3,641,3,30,3,2,6,0,0,5,1,2,2,0,0,1,1,E01010730,
20191366H1856,417212,430343,-1.740353,53.769165,13,3,2,2,17/06/2019,2,22:15,200,E08000032,3,6177,3,30,0,-1,-1,0,0,4,4,1,1,0,0,1,2,E01010615,
20191366I1463,411866,437475,-1.821186,53.833415,13,3,2,1,18/06/2019,3,14:00,200,E08000032,4,6146,6,30,3,2,4,6265,0,0,1,1,1,0,0,2,2,E01010596,
20191366J1024,415310,433564,-1.769050,53.798174,13,3,2,1,19/06/2019,4,14:46,200,E08000032,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01010842,
20191366J1784,402748,438891,-1.959719,53.846267,13,3,2,1,19/06/2019,4,18:15,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010862,
20191366J2150,406041,441511,-1.909617,53.869788,13,3,1,1,19/06/2019,4,23:06,200,E08000032,3,629,6,30,3,2,6,0,0,5,4,1,1,0,0,1,1,E01010728,
20191366K1178,418836,436278,-1.715356,53.822452,13,1,2,1,20/06/2019,5,16:35,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010649,
20191366L0782,418349,434023,-1.722887,53.802202,13,3,1,1,21/06/2019,6,12:35,200,E08000032,3,6177,6,30,0,-1,-1,0,2,4,1,1,1,0,0,1,1,E01010622,
20191366L0945,405323,439874,-1.920564,53.855083,13,2,1,1,21/06/2019,6,08:50,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010714,
20191366L1023,418063,431057,-1.727401,53.775554,13,3,2,1,30/05/2019,5,18:30,200,E08000032,3,6177,1,30,1,4,3,650,0,0,1,1,1,0,0,1,2,E01010615,
20191366L1283,415828,434177,-1.761155,53.803668,13,3,2,1,21/06/2019,6,16:45,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01033693,
20191366L1405,419284,430980,-1.708879,53.774818,13,3,2,3,21/06/2019,6,17:30,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010820,
20191366M1001,414249,437344,-1.784984,53.832178,13,3,1,1,22/06/2019,7,14:02,200,E08000032,3,650,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01010788,
20191366M1340,416118,446951,-1.756086,53.918470,13,3,2,1,22/06/2019,7,17:00,200,E08000032,3,65,1,30,1,4,6,0,0,0,1,1,1,0,0,2,1,E01010768,
20191366M1400,412150,433436,-1.817029,53.797106,13,3,1,1,22/06/2019,7,17:34,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010632,
20191366N0605,411350,438809,-1.828978,53.845416,13,3,2,1,23/06/2019,1,10:20,200,E08000032,3,650,3,50,0,-1,-1,0,0,0,1,1,1,0,7,2,1,E01010585,
20191366O0099,414723,432823,-1.777997,53.791531,13,3,3,1,24/06/2019,2,01:45,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01010833,
20191366O0885,417388,436911,-1.737316,53.828192,13,3,2,2,24/06/2019,2,13:45,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01010604,
20191366P0955,413283,433413,-1.799830,53.796872,13,2,2,4,25/06/2019,3,14:15,200,E08000032,4,6145,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01010628,
20191366P1342,415459,432076,-1.766862,53.784796,13,3,2,1,25/06/2019,3,17:40,200,E08000032,6,0,6,30,3,3,6,0,0,0,1,1,1,0,0,1,1,E01010731,
20191366P1484,417284,433453,-1.739088,53.797115,13,3,3,2,25/06/2019,3,18:48,200,E08000032,3,658,1,30,1,2,6,0,0,4,1,1,1,0,0,1,1,E01010606,
20191366Q1384,418359,431387,-1.722890,53.778510,13,3,2,1,26/06/2019,4,18:05,200,E08000032,3,6177,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010614,
20191366Q1409,413610,448120,-1.794219,53.929047,13,3,2,1,26/06/2019,4,18:15,200,E08000032,3,65,6,30,3,4,3,6382,0,0,1,1,1,0,0,2,2,E01010696,
20191366Q1555,419084,433891,-1.711735,53.800989,13,3,1,1,26/06/2019,4,19:28,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010627,
20191366R0138,405284,448968,-1.921004,53.936818,13,3,1,2,01/07/2019,2,02:43,200,E08000032,3,6034,6,60,0,-1,-1,0,0,0,6,7,1,0,0,2,1,E01010642,
20191366R1011,413962,438156,-1.789308,53.839484,13,3,1,1,27/06/2019,5,14:25,200,E08000032,6,0,6,20,8,4,6,0,0,0,1,1,1,0,0,1,1,E01033694,
20191366R1060,415358,437579,-1.768123,53.834259,13,3,2,1,27/06/2019,5,13:30,200,E08000032,6,0,6,30,3,2,3,657,2,5,1,1,1,0,0,1,2,E01010782,
20191366R1382,404189,446192,-1.937720,53.911878,13,3,2,1,27/06/2019,5,16:40,200,E08000032,6,0,6,30,3,4,3,6034,0,0,1,1,1,0,0,2,2,E01010639,
20191366R1569,412737,429713,-1.808270,53.763630,13,2,2,1,27/06/2019,5,18:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01033695,
20191366S0523,419140,433847,-1.710888,53.800592,13,3,2,1,28/06/2019,6,09:03,200,E08000032,4,6381,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010627,
20191366S0694,419005,433366,-1.712967,53.796274,13,3,1,2,28/06/2019,6,11:36,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010619,
20191366S0754,411998,447831,-1.818780,53.926489,13,2,1,1,28/06/2019,6,12:06,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010695,
20191366S1199,418100,433146,-1.726718,53.794328,13,3,1,1,28/06/2019,6,15:45,200,E08000032,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010624,
20191366S1248,415444,430869,-1.767150,53.773948,13,3,2,1,28/06/2019,6,16:15,200,E08000032,3,6177,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,E01010740,
20191366S1336,415325,438309,-1.768588,53.840821,13,3,2,2,28/06/2019,6,16:47,200,E08000032,4,6151,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010571,
20191366S1375,413531,433861,-1.796045,53.800892,13,2,1,1,28/06/2019,6,17:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010630,
20191366S1523,413524,433861,-1.796152,53.800892,13,3,1,1,28/06/2019,6,18:05,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010630,
20191366T1728,406039,441341,-1.909651,53.868260,13,3,1,1,28/06/2019,6,18:00,200,E08000032,3,629,3,30,3,2,6,0,0,4,1,1,1,0,0,1,2,E01010710,
20191366T2300,414985,431014,-1.774107,53.775264,13,3,1,1,29/06/2019,7,23:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010852,
20191366U0475,407111,433406,-1.893529,53.796928,13,2,1,1,30/06/2019,1,06:30,200,E08000032,3,644,6,40,3,4,6,0,0,0,1,1,1,0,0,2,1,E01010595,
20191366U1260,419219,433828,-1.709690,53.800418,13,3,1,1,30/06/2019,1,00:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010627,
2019136710299,414539,439067,-1.780497,53.847656,13,3,1,1,01/07/2019,2,07:58,200,E08000032,6,0,6,20,3,1,6,0,0,0,1,1,1,0,0,1,1,E01010573,
2019136720426,417078,435157,-1.742122,53.812437,13,3,2,1,02/07/2019,3,09:26,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010602,
2019136721083,416075,434104,-1.757409,53.803005,13,2,5,3,02/07/2019,3,14:50,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033693,
2019136721186,419148,431335,-1.710921,53.778014,13,3,1,1,02/07/2019,3,15:30,200,E08000032,6,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01010819,
2019136722146,418683,433051,-1.717874,53.793454,13,3,2,2,02/07/2019,3,23:00,200,E08000032,3,647,6,30,0,-1,-1,0,0,8,4,1,1,0,0,1,1,E01010620,
2019136731141,418901,436945,-1.714328,53.828445,13,2,2,1,03/07/2019,4,15:50,200,E08000032,6,0,6,30,3,4,3,658,0,0,1,1,1,0,0,1,1,E01010689,
2019136741272,417915,438463,-1.729219,53.842123,13,3,2,1,04/07/2019,5,16:20,200,E08000032,3,657,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010685,
2019136741352,417674,437910,-1.732914,53.837161,13,3,2,1,04/07/2019,5,17:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010688,
2019136741588,408767,431276,-1.868448,53.777759,13,3,2,2,04/07/2019,5,18:30,200,E08000032,3,644,6,30,9,4,6,0,0,0,1,1,1,0,0,2,1,E01010796,
2019136750836,418018,436819,-1.727750,53.827343,13,2,2,1,05/07/2019,6,13:40,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010655,
2019136751011,416774,443323,-1.746295,53.885841,13,3,1,1,04/07/2019,5,14:34,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010774,
2019136760572,405384,440647,-1.919624,53.862030,13,3,2,1,06/07/2019,7,09:28,200,E08000032,4,6143,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010725,
2019136760928,416413,433755,-1.752295,53.799857,13,3,2,1,06/07/2019,7,13:10,200,E08000032,3,6181,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01033693,
2019136761795,412805,429896,-1.807231,53.765273,13,3,2,3,06/07/2019,7,20:12,200,E08000032,4,6147,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033695,
2019136761899,417148,433439,-1.741154,53.796994,13,2,2,1,06/07/2019,7,21:10,200,E08000032,3,658,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01010617,
2019136771141,415024,432207,-1.773458,53.785986,13,2,1,1,07/07/2019,1,15:25,200,E08000032,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010839,
2019136780284,414280,433667,-1.784683,53.799129,13,3,2,2,08/07/2019,2,06:29,200,E08000032,3,6177,6,30,6,2,4,6145,0,5,1,1,1,0,0,1,1,E01010833,
2019136780691,417499,432939,-1.735853,53.792488,13,3,2,2,08/07/2019,2,11:43,200,E08000032,6,0,6,30,6,4,3,657,0,0,1,1,1,0,0,1,1,E01010606,
2019136781221,405920,440647,-1.911474,53.862024,13,3,1,1,08/07/2019,2,15:55,200,E08000032,3,629,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01010711,
2019136781687,418132,433021,-1.726240,53.793204,13,3,1,2,08/07/2019,2,19:20,200,E08000032,6,0,6,20,3,4,6,0,0,0,1,1,2,0,0,1,1,E01010624,
2019136781738,419129,430825,-1.711241,53.773431,13,2,1,1,08/07/2019,2,19:46,200,E08000032,6,0,6,20,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01010822,
2019136781866,417794,430622,-1.731508,53.771653,13,3,2,1,08/07/2019,2,17:35,200,E08000032,3,6177,3,40,0,-1,-1,0,0,4,1,1,1,0,0,1,2,E01010815,
2019136791086,417627,431000,-1.734020,53.775056,13,2,1,1,10/07/2019,4,15:14,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010615,
20191367A1066,411246,437981,-1.830588,53.837976,13,3,2,6,10/07/2019,4,15:05,200,E08000032,4,6265,6,40,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010596,
20191367A1239,417896,430893,-1.729945,53.774086,13,2,2,1,10/07/2019,4,16:21,200,E08000032,3,6177,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010615,
20191367A1456,418563,433351,-1.719678,53.796155,13,3,2,1,10/07/2019,4,14:56,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010620,
20191367A2161,409620,440722,-1.855213,53.862644,13,3,1,1,10/07/2019,4,23:20,200,E08000032,3,650,3,70,1,4,4,6265,0,0,4,2,2,0,0,1,1,E01010765,
